,path,label,pca_Features
8953,s3://p8marionflore/Test/Fig/72_100.jpg,Fig,"[0.8259239386290199,3.683757032736997]"
8954,s3://p8marionflore/Test/Kaki/297_100.jpg,Kaki,"[12.417137636843234,0.9209832501543008]"
8955,s3://p8marionflore/Test/Lemon/52_100.jpg,Lemon,"[0.1880753686598698,-5.725052753833037]"
8956,s3://p8marionflore/Test/Lemon/41_100.jpg,Lemon,"[-0.06630658386204683,-5.412407687671926]"
8957,s3://p8marionflore/Test/Quince/r_326_100.jpg,Quince,"[1.9003904561868643,-4.948615237580415]"
8958,s3://p8marionflore/Test/Apple Golden 3/37_100.jpg,Apple Golden 3,"[-0.5098280517203371,-1.2633130638331453]"
8959,s3://p8marionflore/Test/Cherry Rainier/r_16_100.jpg,Cherry Rainier,"[7.804107643270876,0.6704445580766533]"
8960,s3://p8marionflore/Test/Mulberry/241_100.jpg,Mulberry,"[-1.9039895560213171,7.3928897301788075]"
8961,s3://p8marionflore/Test/Carambula/r_184_100.jpg,Carambula,"[-2.699347163374069,2.526229231581458]"
8962,s3://p8marionflore/Test/Pear Abate/r_25_100.jpg,Pear Abate,"[-6.087152592880567,4.035739925939654]"
8963,s3://p8marionflore/Test/Mulberry/179_100.jpg,Mulberry,"[-2.7553378164220317,7.498086280526838]"
8964,s3://p8marionflore/Test/Passion Fruit/65_100.jpg,Passion Fruit,"[4.3720656025088855,6.598451205747157]"
8965,s3://p8marionflore/Test/Apricot/43_100.jpg,Apricot,"[6.943755429104892,-2.3818231260686833]"
8966,s3://p8marionflore/Test/Beetroot/123_100.jpg,Beetroot,"[-5.309978810702493,8.340543596424427]"
8967,s3://p8marionflore/Test/Quince/r_161_100.jpg,Quince,"[0.3904130746189104,-3.6224681480236596]"
8968,s3://p8marionflore/Test/Pomegranate/r_312_100.jpg,Pomegranate,"[8.656741119036647,1.50038239667274]"
8969,s3://p8marionflore/Test/Maracuja/r_188_100.jpg,Maracuja,"[2.4780597794718218,-6.900654829927509]"
8970,s3://p8marionflore/Test/Apple Golden 3/6_100.jpg,Apple Golden 3,"[1.6493525475434978,-2.3066064194650706]"
8971,s3://p8marionflore/Test/Tomato 3/118_100.jpg,Tomato 3,"[7.0809125317783685,3.962336992864693]"
8972,s3://p8marionflore/Test/Ginger Root/r_157_100.jpg,Ginger Root,"[-5.439570331241719,4.501370397691075]"
8973,s3://p8marionflore/Test/Peach 2/r2_219_100.jpg,Peach 2,"[5.89674965428867,-3.506895929892597]"
8974,s3://p8marionflore/Test/Tomato 3/257_100.jpg,Tomato 3,"[10.240204997231652,5.469985890065435]"
8975,s3://p8marionflore/Test/Grape Pink/r_96_100.jpg,Grape Pink,"[3.239934150971929,7.281516785599059]"
8976,s3://p8marionflore/Test/Tomato Yellow/187_100.jpg,Tomato Yellow,"[12.3095051658441,-3.995920362601186]"
8977,s3://p8marionflore/Test/Peach 2/r2_312_100.jpg,Peach 2,"[3.330663428356021,-2.928147488545036]"
8978,s3://p8marionflore/Test/Carambula/r_214_100.jpg,Carambula,"[-3.4232030764023107,2.4316474006016717]"
8979,s3://p8marionflore/Test/Potato Red/34_100.jpg,Potato Red,"[-0.9254243960980919,6.147862990827877]"
8980,s3://p8marionflore/Test/Cherry Rainier/r_56_100.jpg,Cherry Rainier,"[9.115138275896662,-0.7124833421493723]"
8981,s3://p8marionflore/Test/Pear 2/277_100.jpg,Pear 2,"[0.023817139968687347,-6.466074179292734]"
8982,s3://p8marionflore/Test/Tomato Maroon/r_184_100.jpg,Tomato Maroon,"[11.120629455631144,7.152033352450317]"
8983,s3://p8marionflore/Test/Tomato Maroon/r_43_100.jpg,Tomato Maroon,"[12.372120567694198,6.197245978306526]"
8984,s3://p8marionflore/Test/Apple Red Delicious/r_179_100.jpg,Apple Red Delicious,"[10.627430915011836,7.834721429161859]"
8985,s3://p8marionflore/Test/Potato Red Washed/46_100.jpg,Potato Red Washed,"[4.704195758795545,4.772476975931981]"
8986,s3://p8marionflore/Test/Apple Red Yellow 2/r2_229_100.jpg,Apple Red Yellow 2,"[6.640566587148973,0.9249337030695759]"
8987,s3://p8marionflore/Test/Apple Red Yellow 2/r2_173_100.jpg,Apple Red Yellow 2,"[3.6730549765571796,-0.4136102835400895]"
8988,s3://p8marionflore/Test/Peach 2/r2_181_100.jpg,Peach 2,"[3.2474416459359468,-0.2718006872819447]"
8989,s3://p8marionflore/Test/Cherry 2/r2_246_100.jpg,Cherry 2,"[13.568218408416028,4.41787311844522]"
8990,s3://p8marionflore/Test/Pear Monster/105_100.jpg,Pear Monster,"[-0.8639881032105463,-5.427128904945916]"
8991,s3://p8marionflore/Test/Nut Forest/215_100.jpg,Nut Forest,"[11.139242768334661,4.683132263169772]"
8992,s3://p8marionflore/Test/Kohlrabi/16_100.jpg,Kohlrabi,"[-1.8636092529576398,7.294050624990514]"
8993,s3://p8marionflore/Test/Mango/r_275_100.jpg,Mango,"[5.55622799641599,3.0816100565057036]"
8994,s3://p8marionflore/Test/Mango/145_100.jpg,Mango,"[4.250567006663245,1.1160691061002532]"
8995,s3://p8marionflore/Test/Mango/292_100.jpg,Mango,"[4.134445392085013,3.32754487335103]"
8996,s3://p8marionflore/Test/Cherry Rainier/r2_135_100.jpg,Cherry Rainier,"[11.737222771054453,0.10248253554884468]"
8997,s3://p8marionflore/Test/Maracuja/123_100.jpg,Maracuja,"[3.0803821320921667,-6.011724838075905]"
8998,s3://p8marionflore/Test/Avocado/76_100.jpg,Avocado,"[1.6620616728237025,6.417872680944391]"
8999,s3://p8marionflore/Test/Cherry 1/322_100.jpg,Cherry 1,"[9.67992939625043,9.442683605656544]"
9000,s3://p8marionflore/Test/Pear 2/281_100.jpg,Pear 2,"[-0.16427574763303676,-5.751646663800928]"
9001,s3://p8marionflore/Test/Apple Golden 2/r_68_100.jpg,Apple Golden 2,"[1.242366442683691,-4.372606534158857]"
9002,s3://p8marionflore/Test/Pomegranate/r_149_100.jpg,Pomegranate,"[12.614221909577036,1.8540063314619275]"
9003,s3://p8marionflore/Test/Cherry 2/r2_261_100.jpg,Cherry 2,"[12.744035609676652,5.1719698137623915]"
9004,s3://p8marionflore/Test/Dates/124_100.jpg,Dates,"[-4.370237205811347,9.320423986784556]"
9005,s3://p8marionflore/Test/Mango/278_100.jpg,Mango,"[5.635963697746001,4.147038623191113]"
9006,s3://p8marionflore/Test/Apricot/87_100.jpg,Apricot,"[7.474417127310853,-1.692540708455527]"
9007,s3://p8marionflore/Test/Potato Red Washed/40_100.jpg,Potato Red Washed,"[3.964719520249677,3.9095312616109266]"
9008,s3://p8marionflore/Test/Kumquats/148_100.jpg,Kumquats,"[0.9962464226213662,-4.759918918211776]"
9009,s3://p8marionflore/Test/Kumquats/135_100.jpg,Kumquats,"[1.7449750342681982,-2.4024413426424305]"
9010,s3://p8marionflore/Test/Cherry 2/r_35_100.jpg,Cherry 2,"[13.254152234274247,3.1132598436048733]"
9011,s3://p8marionflore/Test/Cherry 2/229_100.jpg,Cherry 2,"[11.60313528407377,-0.3421521113238764]"
9012,s3://p8marionflore/Test/Potato Red/58_100.jpg,Potato Red,"[-1.6568493643527962,4.284838936695779]"
9013,s3://p8marionflore/Test/Potato Red Washed/78_100.jpg,Potato Red Washed,"[4.211159580857358,1.796908676201627]"
9014,s3://p8marionflore/Test/Tomato Yellow/200_100.jpg,Tomato Yellow,"[12.672435262031748,-3.1990774608639034]"
9015,s3://p8marionflore/Test/Mango/152_100.jpg,Mango,"[3.969479154756921,1.779941626266331]"
9016,s3://p8marionflore/Test/Apple Granny Smith/98_100.jpg,Apple Granny Smith,"[3.669471952756364,-2.0893553748566296]"
9017,s3://p8marionflore/Test/Pomegranate/r_310_100.jpg,Pomegranate,"[8.2095745155447,1.1819920805340598]"
9018,s3://p8marionflore/Test/Pear Abate/r_242_100.jpg,Pear Abate,"[-6.514473551193729,3.604367039182352]"
9019,s3://p8marionflore/Test/Pear Monster/r_56_100.jpg,Pear Monster,"[-1.870640766324309,-3.909244844701728]"
9020,s3://p8marionflore/Test/Apple Red Delicious/r_157_100.jpg,Apple Red Delicious,"[9.640394943363932,10.406026844674017]"
9021,s3://p8marionflore/Test/Tomato 3/r2_294_100.jpg,Tomato 3,"[8.480474177464014,7.0368688648963085]"
9022,s3://p8marionflore/Test/Apricot/67_100.jpg,Apricot,"[6.646129886091107,-2.415515493641306]"
9023,s3://p8marionflore/Test/Nut Forest/209_100.jpg,Nut Forest,"[9.143983260066358,6.405980654555838]"
9024,s3://p8marionflore/Test/Pear Abate/4_100.jpg,Pear Abate,"[-5.06955159018561,2.9347147058992347]"
9025,s3://p8marionflore/Test/Potato Sweet/95_100.jpg,Potato Sweet,"[-4.329900247954289,8.852419093538755]"
9026,s3://p8marionflore/Test/Tomato Maroon/r_35_100.jpg,Tomato Maroon,"[12.247502244712834,6.7895746975194395]"
9027,s3://p8marionflore/Test/Potato Sweet/167_100.jpg,Potato Sweet,"[-4.279592956899207,10.992142142947772]"
9028,s3://p8marionflore/Test/Kumquats/5_100.jpg,Kumquats,"[0.8244177030678425,-5.4780420673577375]"
9029,s3://p8marionflore/Test/Quince/299_100.jpg,Quince,"[0.2605635820944003,-5.287369926091261]"
9030,s3://p8marionflore/Test/Kumquats/r_4_100.jpg,Kumquats,"[1.99902818238692,-2.9835079272337692]"
9031,s3://p8marionflore/Test/Avocado ripe/r_217_100.jpg,Avocado ripe,"[-0.543318014305875,12.492691024413158]"
9032,s3://p8marionflore/Test/Cherry 1/33_100.jpg,Cherry 1,"[9.74795455734349,9.592596973933956]"
9033,s3://p8marionflore/Test/Nectarine Flat/77_100.jpg,Nectarine Flat,"[7.2939989685303175,3.0703518076425276]"
9034,s3://p8marionflore/Test/Potato Sweet/162_100.jpg,Potato Sweet,"[-4.254079612011432,8.639801332860364]"
9035,s3://p8marionflore/Test/Pear Monster/74_100.jpg,Pear Monster,"[-0.8770338580322898,-4.599766807438711]"
9036,s3://p8marionflore/Test/Cherry 2/70_100.jpg,Cherry 2,"[15.080338138645102,4.02138459063872]"
9037,s3://p8marionflore/Test/Pear Monster/r_58_100.jpg,Pear Monster,"[-2.579267447861524,-3.30583197574838]"
9038,s3://p8marionflore/Test/Apple Granny Smith/57_100.jpg,Apple Granny Smith,"[2.581040844947453,-2.628148748965593]"
9039,s3://p8marionflore/Test/Tomato 3/294_100.jpg,Tomato 3,"[9.134732545670637,4.132376181733549]"
9040,s3://p8marionflore/Test/Cherry 1/83_100.jpg,Cherry 1,"[10.546857293080317,9.05750046871975]"
9041,s3://p8marionflore/Test/Cherry 2/91_100.jpg,Cherry 2,"[13.075307481263033,2.6692054075439495]"
9042,s3://p8marionflore/Test/Kumquats/r_135_100.jpg,Kumquats,"[2.8873291737833555,-4.962131550543562]"
9043,s3://p8marionflore/Test/Cherry Rainier/149_100.jpg,Cherry Rainier,"[6.233540832800183,1.3120192707531184]"
9044,s3://p8marionflore/Test/Apple Granny Smith/6_100.jpg,Apple Granny Smith,"[5.015833602417051,-2.111989378873758]"
9045,s3://p8marionflore/Test/Kumquats/283_100.jpg,Kumquats,"[1.6535610875374525,-5.687646638284741]"
9046,s3://p8marionflore/Test/Mango/4_100.jpg,Mango,"[5.717572494348347,4.4521024531061775]"
9047,s3://p8marionflore/Test/Kaki/r_132_100.jpg,Kaki,"[11.683579083864782,3.6420424083697034]"
9048,s3://p8marionflore/Test/Apple Red Delicious/297_100.jpg,Apple Red Delicious,"[9.5478913028057,8.434683104184954]"
9049,s3://p8marionflore/Test/Beetroot/33_100.jpg,Beetroot,"[-3.5554572354714,7.236134685941694]"
9050,s3://p8marionflore/Test/Peach 2/r2_20_100.jpg,Peach 2,"[3.675185452046741,-3.3755058933033477]"
9051,s3://p8marionflore/Test/Pomegranate/r_276_100.jpg,Pomegranate,"[9.93302173653415,3.255464980988485]"
9052,s3://p8marionflore/Test/Kumquats/275_100.jpg,Kumquats,"[1.2463548439511667,-5.800271458204542]"
9053,s3://p8marionflore/Test/Papaya/36_100.jpg,Papaya,"[-0.7378600497252217,0.6976093277213792]"
9054,s3://p8marionflore/Test/Kaki/159_100.jpg,Kaki,"[11.157158096092736,2.8729937769165685]"
9055,s3://p8marionflore/Test/Kaki/r_153_100.jpg,Kaki,"[13.719954671147292,2.934541947709777]"
9056,s3://p8marionflore/Test/Apricot/45_100.jpg,Apricot,"[7.7815760200058435,-3.2086878520586377]"
9057,s3://p8marionflore/Test/Kaki/r_145_100.jpg,Kaki,"[12.84957073671924,2.38501822960227]"
9058,s3://p8marionflore/Test/Mango/r_221_100.jpg,Mango,"[6.187352195446206,3.959655788327734]"
9059,s3://p8marionflore/Test/Cherry 2/r_65_100.jpg,Cherry 2,"[13.013422139230581,4.017144466574439]"
9060,s3://p8marionflore/Test/Kumquats/r_303_100.jpg,Kumquats,"[1.7703344663980374,-2.414714310549136]"
9061,s3://p8marionflore/Test/Corn/25_100.jpg,Corn,"[-1.342720050694544,-0.8753288577632642]"
9062,s3://p8marionflore/Test/Dates/117_100.jpg,Dates,"[-4.486852903993666,10.353345481621949]"
9063,s3://p8marionflore/Test/Cherry 2/94_100.jpg,Cherry 2,"[13.757734712645934,3.033519130627772]"
9064,s3://p8marionflore/Test/Mulberry/r_129_100.jpg,Mulberry,"[-3.3082187826860454,8.793054713934428]"
9065,s3://p8marionflore/Test/Passion Fruit/112_100.jpg,Passion Fruit,"[7.653538171898162,5.101496247701286]"
9066,s3://p8marionflore/Test/Pear Monster/r_229_100.jpg,Pear Monster,"[-1.5545932929911865,-5.762616467640228]"
9067,s3://p8marionflore/Test/Kaki/r_201_100.jpg,Kaki,"[10.593746744100017,2.1194139702862715]"
9068,s3://p8marionflore/Test/Pear 2/266_100.jpg,Pear 2,"[-0.7288755843624397,-5.099822617968648]"
9069,s3://p8marionflore/Test/Kaki/r_155_100.jpg,Kaki,"[13.689763966150393,3.769605871150377]"
9070,s3://p8marionflore/Test/Cherry 2/r_49_100.jpg,Cherry 2,"[13.908155466638265,3.7964142041911835]"
9071,s3://p8marionflore/Test/Quince/167_100.jpg,Quince,"[3.2286902209720663,-3.9760711417943932]"
9072,s3://p8marionflore/Test/Tamarillo/r_213_100.jpg,Tamarillo,"[15.756667452066086,5.496669382796396]"
9073,s3://p8marionflore/Test/Tomato Cherry Red/194_100.jpg,Tomato Cherry Red,"[18.267560313185054,2.6929065760327062]"
9074,s3://p8marionflore/Test/Cherry 1/r_95_100.jpg,Cherry 1,"[10.693735969425687,12.527622932302252]"
9075,s3://p8marionflore/Test/Dates/121_100.jpg,Dates,"[-4.239890557139613,9.579647684030041]"
9076,s3://p8marionflore/Test/Avocado ripe/217_100.jpg,Avocado ripe,"[-2.1981917550195997,10.053239275258576]"
9077,s3://p8marionflore/Test/Cherry Rainier/99_100.jpg,Cherry Rainier,"[6.954966928236759,0.3689137965311747]"
9078,s3://p8marionflore/Test/Tomato Cherry Red/42_100.jpg,Tomato Cherry Red,"[18.5735227780843,2.7232846195045766]"
9079,s3://p8marionflore/Test/Cherry Rainier/74_100.jpg,Cherry Rainier,"[8.954177973739547,1.8629371252680034]"
9080,s3://p8marionflore/Test/Quince/26_100.jpg,Quince,"[1.1641709425442417,-6.25657610123103]"
9081,s3://p8marionflore/Test/Lemon/r_172_100.jpg,Lemon,"[0.4960244893326818,-4.162490303487772]"
9082,s3://p8marionflore/Test/Peach 2/r2_187_100.jpg,Peach 2,"[4.630035682933229,-1.8531647921258863]"
9083,s3://p8marionflore/Test/Cherry 2/r_50_100.jpg,Cherry 2,"[13.215489096906184,4.0800147982764665]"
9084,s3://p8marionflore/Test/Cucumber Ripe 2/127_100.jpg,Cucumber Ripe 2,"[-0.6845998894512302,-4.303699513014129]"
9085,s3://p8marionflore/Test/Kohlrabi/41_100.jpg,Kohlrabi,"[-2.2316353364663617,7.842190242427657]"
9086,s3://p8marionflore/Test/Apple Red Delicious/r_278_100.jpg,Apple Red Delicious,"[9.957477796286632,10.928684993629176]"
9087,s3://p8marionflore/Test/Cherry 1/r_65_100.jpg,Cherry 1,"[10.5137007086466,11.640357794532937]"
9088,s3://p8marionflore/Test/Kohlrabi/44_100.jpg,Kohlrabi,"[-2.12351629082839,7.729172972737486]"
9089,s3://p8marionflore/Test/Physalis with Husk/r_129_100.jpg,Physalis with Husk,"[-5.921380755534928,3.490105435483578]"
9090,s3://p8marionflore/Test/Dates/278_100.jpg,Dates,"[-5.9471369403593455,12.381377308035333]"
9091,s3://p8marionflore/Test/Nectarine Flat/111_100.jpg,Nectarine Flat,"[9.688546623896867,5.816363083311208]"
9092,s3://p8marionflore/Test/Nectarine Flat/90_100.jpg,Nectarine Flat,"[9.449533543218807,3.5400577879343733]"
9093,s3://p8marionflore/Test/Tomato 3/20_100.jpg,Tomato 3,"[9.098554238366916,6.153594164820149]"
9094,s3://p8marionflore/Test/Plum 3/r2_104_100.jpg,Plum 3,"[3.528274284168633,10.380146388128596]"
9095,s3://p8marionflore/Test/Pear Abate/244_100.jpg,Pear Abate,"[-5.29697053268565,2.2401089998136383]"
9096,s3://p8marionflore/Test/Cherry Rainier/70_100.jpg,Cherry Rainier,"[7.069349272994969,0.5987103644312382]"
9097,s3://p8marionflore/Test/Pear Abate/r_74_100.jpg,Pear Abate,"[-5.189495332874195,4.978481205758703]"
9098,s3://p8marionflore/Test/Apricot/52_100.jpg,Apricot,"[7.367806112404589,-3.0765910341384513]"
9099,s3://p8marionflore/Test/Avocado ripe/123_100.jpg,Avocado ripe,"[-0.186577530396413,10.43838217410558]"
9100,s3://p8marionflore/Test/Cherry 1/r_52_100.jpg,Cherry 1,"[8.640485668756453,11.693579702108025]"
9101,s3://p8marionflore/Test/Tomato Cherry Red/r_299_100.jpg,Tomato Cherry Red,"[18.4108719805289,2.7692264292515665]"
9102,s3://p8marionflore/Test/Pepino/r_276_100.jpg,Pepino,"[1.1681374580186936,-0.7646823527924822]"
9103,s3://p8marionflore/Test/Blueberry/69_100.jpg,Blueberry,"[4.289817064133926,14.183522808455933]"
9104,s3://p8marionflore/Test/Pear Williams/r_122_100.jpg,Pear Williams,"[-3.37217455401347,-0.99665649402402]"
9105,s3://p8marionflore/Test/Tomato Cherry Red/r_218_100.jpg,Tomato Cherry Red,"[19.377136466607947,3.6946426308500064]"
9106,s3://p8marionflore/Test/Pear Williams/308_100.jpg,Pear Williams,"[-1.5256165953663392,-2.9815284235528545]"
9107,s3://p8marionflore/Test/Tomato Cherry Red/r_321_100.jpg,Tomato Cherry Red,"[18.647967537089322,3.396652184234088]"
9108,s3://p8marionflore/Test/Plum 3/r3_140_100.jpg,Plum 3,"[4.3378021611695265,11.278420597516506]"
9109,s3://p8marionflore/Test/Cherry 1/r_55_100.jpg,Cherry 1,"[10.141679492193477,11.977356837808658]"
9110,s3://p8marionflore/Test/Physalis/r_186_100.jpg,Physalis,"[8.216624525006091,-4.175807276391392]"
9111,s3://p8marionflore/Test/Pear Kaiser/r_22_100.jpg,Pear Kaiser,"[-0.3036242644472858,8.407296320341459]"
9112,s3://p8marionflore/Test/Grape White 3/r_148_100.jpg,Grape White 3,"[3.71145105772898,-0.2977556505179136]"
9113,s3://p8marionflore/Test/Salak/r_25_100.jpg,Salak,"[1.0292906798724863,3.571294952134218]"
9114,s3://p8marionflore/Test/Grape White 3/136_100.jpg,Grape White 3,"[2.1111141570315635,0.9657066106045921]"
9115,s3://p8marionflore/Test/Pear Abate/r_76_100.jpg,Pear Abate,"[-4.66336607473263,4.244699546949077]"
9116,s3://p8marionflore/Test/Grape White 3/r_106_100.jpg,Grape White 3,"[5.705730482138598,1.2080236613359339]"
9117,s3://p8marionflore/Test/Plum 3/185_100.jpg,Plum 3,"[3.8303883286597658,10.354060969737624]"
9118,s3://p8marionflore/Test/Pear Williams/248_100.jpg,Pear Williams,"[-2.157818379144645,-2.6545777461459186]"
9119,s3://p8marionflore/Test/Salak/r_287_100.jpg,Salak,"[0.505704132276783,4.323727585484436]"
9120,s3://p8marionflore/Test/Grape White 3/r_98_100.jpg,Grape White 3,"[6.526465324587831,1.0062920777998428]"
9121,s3://p8marionflore/Test/Chestnut/r_91_100.jpg,Chestnut,"[2.5594617180164483,9.691315362870894]"
9122,s3://p8marionflore/Test/Redcurrant/r_254_100.jpg,Redcurrant,"[13.997030511072126,7.271278113564702]"
9123,s3://p8marionflore/Test/Plum 3/r3_136_100.jpg,Plum 3,"[5.20589536290331,10.922170011288333]"
9124,s3://p8marionflore/Test/Cactus fruit/r_28_100.jpg,Cactus fruit,"[-2.3928901257709922,0.9535097493258473]"
9125,s3://p8marionflore/Test/Salak/r_181_100.jpg,Salak,"[0.42567724924961964,5.197319454215999]"
9126,s3://p8marionflore/Test/Nut Pecan/192_100.jpg,Nut Pecan,"[-1.784339367952073,11.02050079038563]"
9127,s3://p8marionflore/Test/Salak/r_182_100.jpg,Salak,"[0.17526257885657057,6.734567236753614]"
9128,s3://p8marionflore/Test/Tamarillo/80_100.jpg,Tamarillo,"[14.901965799470716,2.43236075931402]"
9129,s3://p8marionflore/Test/Grape White 3/301_100.jpg,Grape White 3,"[1.0712825491245224,1.765802108939742]"
9130,s3://p8marionflore/Test/Salak/267_100.jpg,Salak,"[-0.21226034714333994,6.7451457304422995]"
9131,s3://p8marionflore/Test/Tamarillo/76_100.jpg,Tamarillo,"[14.555984250443252,2.178307797959179]"
9132,s3://p8marionflore/Test/Tamarillo/43_100.jpg,Tamarillo,"[14.062966727807753,2.329240890595293]"
9133,s3://p8marionflore/Test/Cherry Wax Yellow/284_100.jpg,Cherry Wax Yellow,"[13.474043640516246,-2.1648845590159977]"
9134,s3://p8marionflore/Test/Salak/139_100.jpg,Salak,"[-2.078634894463757,6.152671481396873]"
9135,s3://p8marionflore/Test/Cherry Wax Yellow/263_100.jpg,Cherry Wax Yellow,"[14.407179367749393,-2.8155414970460164]"
9136,s3://p8marionflore/Test/Cherry Wax Red/197_100.jpg,Cherry Wax Red,"[18.309093476975075,8.27545079830196]"
9137,s3://p8marionflore/Test/Cactus fruit/r_295_100.jpg,Cactus fruit,"[-0.7123016157879704,2.972688616870362]"
9138,s3://p8marionflore/Test/Cherry Wax Red/208_100.jpg,Cherry Wax Red,"[18.079966945969975,8.088944677274322]"
9139,s3://p8marionflore/Test/Eggplant/r_226_100.jpg,Eggplant,"[-1.1971334833254266,10.452430740559114]"
9140,s3://p8marionflore/Test/Nut Pecan/46_100.jpg,Nut Pecan,"[-2.268299036841095,10.490480950499807]"
9141,s3://p8marionflore/Test/Redcurrant/r_113_100.jpg,Redcurrant,"[16.646221779371437,8.304534911736134]"
9142,s3://p8marionflore/Test/Grape White 4/r_59_100.jpg,Grape White 4,"[4.355174335940797,2.8384708285852294]"
9143,s3://p8marionflore/Test/Cherry Wax Red/222_100.jpg,Cherry Wax Red,"[17.605541293193877,7.807210574874078]"
9144,s3://p8marionflore/Test/Grape White 4/113_100.jpg,Grape White 4,"[4.155240496483045,5.239751584943827]"
9145,s3://p8marionflore/Test/Cherry Wax Red/198_100.jpg,Cherry Wax Red,"[17.979460353501448,8.339831900917996]"
9146,s3://p8marionflore/Test/Grape White 4/106_100.jpg,Grape White 4,"[5.7593538624666385,3.8160375713864467]"
9147,s3://p8marionflore/Test/Redcurrant/223_100.jpg,Redcurrant,"[14.910605815967696,5.716486102907115]"
9148,s3://p8marionflore/Test/Grape White 4/r_56_100.jpg,Grape White 4,"[4.245394841534363,2.3412060417561786]"
9149,s3://p8marionflore/Test/Grape White 4/r_226_100.jpg,Grape White 4,"[3.781466690429739,3.0452779764660307]"
9150,s3://p8marionflore/Test/Salak/158_100.jpg,Salak,"[-1.1291961689278696,6.635761474790885]"
9151,s3://p8marionflore/Test/Plum 3/r_39_100.jpg,Plum 3,"[5.148356505331777,10.675407356952034]"
9152,s3://p8marionflore/Test/Cherry 1/r_43_100.jpg,Cherry 1,"[10.38592293771402,12.69201549502247]"
9153,s3://p8marionflore/Test/Salak/135_100.jpg,Salak,"[-0.12488866437774078,6.337488510816321]"
9154,s3://p8marionflore/Test/Grape Blue/r_222_100.jpg,Grape Blue,"[7.771592194782092,13.084803083767765]"
9155,s3://p8marionflore/Test/Redcurrant/r_253_100.jpg,Redcurrant,"[14.198804712211595,7.7431845550643]"
9156,s3://p8marionflore/Test/Grape White 4/r_221_100.jpg,Grape White 4,"[3.1779911481744163,3.468609098297679]"
9157,s3://p8marionflore/Test/Cherry Wax Red/r_110_100.jpg,Cherry Wax Red,"[17.118408877770857,8.091958286763322]"
9158,s3://p8marionflore/Test/Cherry Wax Red/r_239_100.jpg,Cherry Wax Red,"[18.429434159449546,6.944257320169487]"
9159,s3://p8marionflore/Test/Peach Flat/33_100.jpg,Peach Flat,"[0.6991948173969357,-0.10566652763367398]"
9160,s3://p8marionflore/Test/Pear Kaiser/5_100.jpg,Pear Kaiser,"[-0.560774516554419,8.682437692373767]"
9161,s3://p8marionflore/Test/Cherry Wax Red/r_104_100.jpg,Cherry Wax Red,"[17.606949948271055,8.618641322797668]"
9162,s3://p8marionflore/Test/Tomato 2/r2_304_100.jpg,Tomato 2,"[6.700973400053666,7.859509063755566]"
9163,s3://p8marionflore/Test/Cactus fruit/r_306_100.jpg,Cactus fruit,"[-1.6672700338591353,3.689461523947459]"
9164,s3://p8marionflore/Test/Redcurrant/67_100.jpg,Redcurrant,"[15.384889016064868,6.080444075210433]"
9165,s3://p8marionflore/Test/Grape White/258_100.jpg,Grape White,"[7.728929196097512,-5.600691568702425]"
9166,s3://p8marionflore/Test/Grape White/r_138_100.jpg,Grape White,"[8.685816877623688,-2.6338569109388086]"
9167,s3://p8marionflore/Test/Grape Blue/148_100.jpg,Grape Blue,"[10.535975295157687,14.205918220669428]"
9168,s3://p8marionflore/Test/Grape White/r_88_100.jpg,Grape White,"[9.19318013995622,-3.889069272424927]"
9169,s3://p8marionflore/Test/Grape White/84_100.jpg,Grape White,"[6.626553175534645,-4.619602052596684]"
9170,s3://p8marionflore/Test/Pepino/69_100.jpg,Pepino,"[1.536858152905027,-2.4458396484407383]"
9171,s3://p8marionflore/Test/Tomato 2/r2_155_100.jpg,Tomato 2,"[6.680016554080339,7.967954584135371]"
9172,s3://p8marionflore/Test/Tomato 2/r2_315_100.jpg,Tomato 2,"[6.827899504472292,9.54285677747834]"
9173,s3://p8marionflore/Test/Grape White/r_100_100.jpg,Grape White,"[7.3846319812442065,-3.841747858440282]"
9174,s3://p8marionflore/Test/Cherry Wax Black/61_100.jpg,Cherry Wax Black,"[10.984005559880124,12.394492359803225]"
9175,s3://p8marionflore/Test/Grape Blue/539_100.jpg,Grape Blue,"[8.704907551851083,10.540181429368529]"
9176,s3://p8marionflore/Test/Grape Blue/555_100.jpg,Grape Blue,"[7.643234133451791,9.449384750158808]"
9177,s3://p8marionflore/Test/Grape Blue/346_100.jpg,Grape Blue,"[8.299688244169117,11.756298613005827]"
9178,s3://p8marionflore/Test/Peach Flat/r_42_100.jpg,Peach Flat,"[1.7718533415869622,2.7529844032305055]"
9179,s3://p8marionflore/Test/Tomato 2/179_100.jpg,Tomato 2,"[8.489623155655497,8.154774680566852]"
9180,s3://p8marionflore/Test/Grape Blue/r_543_100.jpg,Grape Blue,"[7.708969253774593,12.401307338325763]"
9181,s3://p8marionflore/Test/Cherry Wax Black/234_100.jpg,Cherry Wax Black,"[12.134845216013366,10.957616481270048]"
9182,s3://p8marionflore/Test/Cherry Wax Yellow/r_14_100.jpg,Cherry Wax Yellow,"[11.780106732824597,-1.7285371841844674]"
9183,s3://p8marionflore/Test/Grape White 2/r_300_100.jpg,Grape White 2,"[8.498228245169974,-5.211971553360157]"
9184,s3://p8marionflore/Test/Cherry Wax Black/r_277_100.jpg,Cherry Wax Black,"[13.059174510449354,11.485472443944241]"
